species,7  Li ,23  Na,24  Mg ,27  Al,51  V  [ He ] ,52  Cr  [ He ] ,55  Mn  [ He ] ,56  Fe  [ He ] ,57  Fe  [ He ] ,59  Co  [ He ] ,60  Ni  [ He ] ,63  Cu  [ He ] ,66  Zn  [ He ] ,75  As  [ He ] ,88  Sr  [ He ] ,111  Cd  [ He ] ,137  Ba  [ He ] ,139  La  [ He ] ,146  Nd  [ He ] ,147  Sm  [ He ] ,206  [Pb]  [ He ] ,207  [Pb]  [ He ] ,208  Pb  [ He ] ,238  U  [ He ] 
Sorites,,,132848.8416,,,,188.8800353,,,,,64.85560404,,,1663.28296,0.273015183,,4.1485961,3.747435234,0.6107001405,131.2704612,112.9853143,120.2432399,0.1593464724
Sorites,,,143885.0526,,,,206.3886558,,,,,,,,1732.363055,0.3259496113,,4.318050316,3.625293733,0.7206145558,142.8588488,122.8929852,129.9461824,0.1401347383
Sorites,,,140009.2863,1003.888208,,,183.6721458,,,,,60.90263073,,,1695.783436,0.2240117056,,5.068378992,4.094802611,0.7375905468,116.4507722,101.6460207,106.8352524,0.1739439371
Lechlanella,,,116532.7977,359.5620908,1.825219966,,412.7920742,269.9956586,295.2490722,1.080014288,,,389.9110759,3.773047073,1951.690041,0.2520690784,21.15817355,7.403639921,5.847423575,0.9581840748,38.80767403,34.35886621,35.83658062,0.1272510929
Lechlanella,,,117909.4051,462.8004057,1.075885999,,436.1794439,285.7566993,279.6233599,0.9599200732,23.4994034,,326.2278881,2.656540653,1977.940592,0.366267905,28.44934438,7.461192411,5.94474108,0.9289123514,49.21242993,42.92160009,44.93709357,0.144508863
Lechlanella,,,120361.0622,307.199944,0.7031378406,,383.5188604,278.2681838,310.8878632,0.9227122037,14.10953581,18.7047885,281.088777,,1941.156995,0.2380475911,,7.187364524,5.333508221,0.7840210606,48.65632223,42.73725543,44.63550873,0.08909937156
Lechlanella,,,126215.6038,345.6276452,1.096509353,,391.4342607,244.429793,280.3713701,0.7844373971,13.95327818,18.36146118,277.0246854,2.556044377,1920.867023,0.2648610215,,6.520431878,5.220680759,0.8551357913,48.24230216,42.43340733,44.35474361,0.1301298161
Lechlanella,,,119209.1575,291.7378409,,,450.2854646,195.9934309,226.1589976,1.034132925,,29.34766195,339.5934214,2.444159847,1915.349904,0.3032118027,,6.266431257,4.677748941,0.8571110121,71.31926181,62.07553883,65.14300164,0.1071689999
Lechlanella,,,118731.0305,676.8563,1.126266668,,416.4668029,351.3964185,370.9884981,1.161656832,13.59844536,27.56677064,360.0409386,3.343270318,1874.953376,0.250081259,,7.10869331,5.560960879,0.9793009087,75.46054369,66.79615123,69.52881081,0.1762421945
Lechlanella,,,124366.7072,537.404721,2.316729101,,384.3385173,220.757572,248.2562198,0.9257638182,14.79098718,76.99157228,448.9830604,2.282850429,1883.634242,0.3202833241,,6.241577135,4.640344472,0.6963769365,107.2987303,95.1603164,99.03329874,0.1116183112
Lechlanella,,,124302.4224,285.3644984,0.9072853449,,463.4560374,256.5683343,291.6092946,1.08102887,18.4724832,49.8268791,343.4800289,1.989326498,1957.50463,0.2907345478,18.94191728,6.485935255,4.67907494,0.8291800647,102.4156895,90.36489419,93.94015209,0.1045996872
Lechlanella,,,124268.9117,,1.104010098,,447.0169481,305.9451113,326.1352287,,,71.09738547,564.3310799,,1870.998031,0.2323807477,,6.288260546,4.662069927,0.8294910968,105.3373244,92.55835567,96.60314366,0.107230597
Lechlanella,,,117584.5812,,,,502.6150334,319.6448946,330.5807589,,,82.69324109,681.3915538,,1930.051981,0.3508720039,,6.702744722,5.34115028,0.9786347215,187.9284629,163.2312294,170.8264248,0.1037810133
Lechlanella,,,119410.4709,477.2478848,1.156518917,,396.8438702,252.2076741,262.6571083,,12.11762052,,438.3077502,3.313558841,1934.516937,0.3330539174,21.70440376,6.171111784,4.996653844,0.9887828366,45.65785972,40.19938536,42.22088981,0.121356269
Lechlanella,,,121484.2929,434.0168251,,,404.1690744,213.6535807,226.1068161,0.818324888,12.50420929,,327.2739592,1.63752015,1960.740346,0.2957388162,,5.949109632,4.362143449,0.8479983985,48.6969405,42.37092223,44.46754945,0.1008324237
Lechlanella,,,119131.0167,239.4589872,,,387.4856217,181.2393894,198.9007195,0.7862523716,21.91186292,15.92943505,321.0326376,1.791542101,1893.984073,0.2300056339,,6.527401872,5.240180911,0.8441997344,43.18267995,37.78127604,39.90822785,0.1012022673
Lechlanella,,,119103.9695,,0.4936272096,,422.5573926,166.1790019,172.3431221,,9.160042509,,292.4886447,,1904.621996,0.2017483348,,6.021349567,4.530588861,0.8559694,52.17088336,45.48726482,47.88865069,0.09073888497
Lechlanella,,,120650.9301,234.2881701,,,439.4928306,182.9884938,179.4763843,0.7998615202,,,257.5028202,1.330444334,1941.286081,0.3050183969,,6.241152596,4.658677288,0.9043267058,56.15576059,48.55563027,51.25724842,0.08900529613
Lechlanella,,,120040.0692,247.5526528,,,479.6936483,136.2987565,148.3321899,0.86922454,9.979607948,25.84640152,424.4914999,2.109972958,1905.315851,0.2924682107,,5.88300208,4.622333736,0.8783591441,89.99722394,78.20172359,82.71892087,0.09443788377
Lechlanella,,,119170.497,300.7410476,0.4573341785,,460.6003353,177.762909,192.975965,0.7023206406,6.60046841,71.36432507,555.8143717,1.483502661,1926.954409,0.4712953845,15.52711201,5.869433895,4.625174592,0.8647567854,151.4210963,131.7959179,139.0328588,0.08638482521
Lechlanella,,,116404.0977,244.9613952,0.764319552,,480.142042,,151.000601,0.9006099347,20.07689301,58.85645266,497.9518331,2.144074249,1915.124193,0.3317900084,,5.990606984,4.787298501,0.8797333165,151.6389289,131.5999087,139.2971534,0.1033664338
Lechlanella,,,120505.6959,,0.6617174811,,484.5836962,205.2156411,219.0427525,0.8226919594,26.06368049,34.54391133,387.8404876,,1937.141155,0.2447720032,,6.592882144,4.95112579,0.9420891637,120.5405507,103.380426,110.025492,0.09267406713
Lechlanella,,,118466.5431,,,,508.1358666,,,0.8830150594,13.42725754,70.34476012,660.403774,1.500455201,1977.878562,0.5510361131,,5.995253809,4.691949249,0.8521860645,236.4608615,205.3611069,217.2740656,0.08533762765
Lechlanella,,,117631.4231,360.6161097,1.053144267,,415.3468984,454.131935,440.5739172,,20.23545894,,413.6690438,,1909.294703,0.4131518944,,6.325039066,4.737511662,1.059989836,45.67041053,39.5282362,41.86551559,0.1275061564
Lechlanella,,,115831.0938,,,,416.984695,,,,18.83971236,32.5643503,386.5123368,,1887.753277,0.3202864608,,7.26850928,5.630239033,1.076543916,48.60189774,42.4076995,44.4827798,0.115106899
Lechlanella,,,119624.9106,,,,428.9871778,,,,12.85710675,,363.9483633,,1825.849602,0.2892217309,,6.222637229,4.682333287,0.971734541,58.0838275,50.1889614,53.24666852,0.1039437574
Lechlanella,,,115111.506,1102.47467,,,445.7439624,,,,15.80531897,35.00885266,419.7311363,,1824.838611,0.3271797738,,5.85375331,4.113192858,0.7927566319,93.17312395,81.55691809,85.68708635,0.0863046178
Lechlanella,,,120242.6261,1040.999975,,,443.790034,,296.5817545,,26.60505784,44.89415874,567.4634911,,1851.925487,0.2927808663,,5.376653497,4.554455889,0.7390034614,133.1004006,114.7760235,122.1622079,0.114703142
Lechlanella,,,118179.4984,,,,502.6752744,222.5806007,206.8726159,,37.14683371,42.50907096,480.4259748,,1794.677039,0.3272338311,,6.998058675,5.478035174,1.113909359,147.2534003,126.7927672,134.3285047,0.1266779431
Lechlanella,,,120184.3537,2409.53996,2.104949725,,389.2244837,894.9855918,846.3066541,,62.49469784,36.29578258,423.6492891,,1755.647615,0.3670186012,,5.99634069,4.29018289,0.7955469576,135.2599901,116.7793685,123.3829102,0.1228431864
Lechlanella,,,119979.3204,,,,476.6525732,,206.5269332,1.110077394,51.62644253,72.57074801,530.174512,,1820.197499,0.2811477032,,5.737242777,4.394655332,0.7269674494,167.1886274,143.9880745,152.8714328,0.08783791101
Lechlanella,,,115469.0717,,,,463.900799,258.2628792,266.4406438,,25.994372,103.962582,578.025295,,1792.917064,0.3811055309,,5.955665776,4.448462109,0.8046953613,210.2295481,180.6178876,191.7743701,0.09250028695
Lechlanella,,,114677.7844,4404.842847,,,497.9307799,,249.5796763,,50.68346685,95.14254683,502.8189297,,1776.54312,0.3350319317,,6.668645227,4.940891751,0.8718999631,193.3752842,166.3251038,176.446213,0.09102355084
